"mot","genre","lemme","phonétique","custom_freq_index","définitions","display_date"
"rouennaise","f","rouennais","RwanEz","0.068","Habitante de Rouen, commune française située dans le département de la Seine-Maritime.",""
"rouf","m","rouf","Ruf","0.202","Petit logement généralement situé à l'arrière du pont supérieur d'un bateau et ne s'étendant pas sur toute la largeur comme la dunette.",""
"rouge-queue","m","rouge-queue","RuZ°k2","0.053","Genre de passereaux dentirostres (Ruticilla, Phoenicurus), de la famille des turdidés, aussi appelés rubiettes ou rossignols des murailles.",""
"rougeaude","f","rougeaud","RuZod","0.316","Qui a le teint rouge, un peu haut en couleur.",""
"roulage","m","roulage","RulaZ","0.132","Transport des marchandises par voiture. | Établissement où l'on se charge de ce transport. | Transport maritime Technique de chargement ou de déchargement des navires par rampes d'accès qu'empruntent tous engins sur roues, automoteurs, tractés ou poussés. | Façon culturale destinée à tasser légèrement le sol avant ou après le semi.",""
"rouleur","m","rouleur","Rul9R","0.218","Charançon de la vigne.",""
"roumi","m","roumi","Rumi","0.211","Grec byzantin dans l'historiographie arabe. | Donné par les arabes et les noirs pour désigner les blancs. | Qui est de race blanche, pour les Africains.",""
"roupette","f","roupette","RupEt","0.038","voire  Testicule. , roubignole, rouston etc.",""
"rousseau","m","rousseau","Ruso","0.128","Daurade rose (poisson). | Rotengle (poisson). | Un des noms locaux du canard chipeau. | De couleur rousse. | Qui a les cheveux ou le poil roux.",""
"rousserolle","f","rousserolle","Rus°ROl","0.053","Nom vernaculaire de plus de trente espèces de passereaux du genre Acrocephalus.",""
"roussin","m","roussin","Rus5","0.382","Cheval entier, un peu épais, et entre deux tailles, dont on se servait à la chasse et à la guerre. | Policier. | Asarum europaeum, l'asaret d'Europe. | Relatif à Roussines, commune française située dans le département de l'Indre. | Habitant de Roussines, commune française située dans le département de l'Indre.",""
"rouste","f","rouste","Rust","0.364","Volée de coups, punition corporelle. , dégelée, dérouillée, flopée, raclée, trempe. | Défaite sévère, correction.",""
"rouston","m","rouston","Rust§","0.002","voire  Testicule. , roupette, roubignole etc.",""
"routage","m","routage","RutaZ","0.092","Opération effectuée par les messageries de presse pour les journaux et périodiques ainsi que par les postes pour le courrier et paquets qui consiste à classer et à grouper selon leur destination.",""
"routard","m","routard","RutaR","0.099","Voyageur, généralement solitaire et épris de formules bon marché.",""
"routeur","m","routeur","Rut9R","0.035","(Réseaux-Services) Dispositif situé en un nœud d'un réseau de données qui détermine, pour chaque trame, paquet ou cellule, la route à suivre dans le réseau.",""
"rouvre","m","rouvre","RuvR","0.176","Espèce de grand chêne à feuilles caduques et à glands non pédonculés (Quercus petraea).",""
"royaliste","","royaliste","Rwajalist","0.204","Qui soutient les droits et les intérêts du roi, qui est attaché au parti du roi, qui est partisan du gouvernement d'un roi. | Substantivement Partisan de la monarchie. | Récent journalisme Partisan socialiste de  au sein du .",""
"rôtisserie","f","rôtisserie","Rotis°Ri","0.29","Lieu où les rôtisseurs vendent leurs viandes rôties ou prêtes à rôtir. | Type de restaurant.",""
"rôtissoire","f","rôtissoire","RotiswaR","0.265","Ustensile de cuisine qui sert à rôtir la viande.",""
"rubéole","f","rubéole","RybeOl","0.14","Maladie éruptive très légère.",""
"rucher","m","rucher","RySe","0.155","Ensemble de ruches d'abeilles. | Endroit où sont situées ces ruches. | Disposer du foin en petites meules rappelant des ruches d'abeilles. | Couture Plisser en ruche ou garnir d'un ruché, une bande d'étoffe plissée légèrement qui accompagne des vêtements.",""
"rufian","m","rufian","Ryfj@","0.002","Homme débauché, qui vit avec des femmes de mauvaise vie, ou qui en procure aux libertins.",""
"rumsteck","m","rumsteck","ROmstEk","0.06","Morceau ou pièce de bœuf.",""
"rupteur","m","rupteur","Rypt9R","0.005","Électricité Dans une bobine d'induction, appareil servant à interrompre et rétablir successivement le courant primaire.",""
"rural","m","rural","RyRal","0.066","Relatif à la campagne. | Qualifie une commune de moins de 2000 habitants. | Habitant de la campagne.",""
"rurale","f","rural","RyRal","0.041","Relatif à la campagne. | Qualifie une commune de moins de 2000 habitants. | Habitant de la campagne.",""
"rustaud","m","rustaud","Rysto","0.218","Qui est lourd, grossier, qui tient du paysan. | Il s'emploie aussi comme nom.",""
"sabayon","m","sabayon","sabaj§","0.202","Préparation mousseuse à base de jaunes d'œufs, de sucre et d'alcool (vin, champagne, liqueur), battus lors de la cuisson, utilisée pour des desserts ou des sauces.",""
"sablière","f","sablière","sablijER","0.28","Endroit d'où l'on tire du sable, entreprise où on le fabrique en concassant des cailloux. | En charpente, poutre utilisée horizontalement, généralement à la base d'une construction quelconque, par exemple au bas d'un mur de torchis. On la nomme ainsi car on la posait sur un lit de sable, qui en fuyant, permettait à la poutre de prendre sa place lentement.",""
"saboterie","f","saboterie","sabOt°Ri","0.053","Fabrique ou commerce de sabots.",""
"sabra","m","sabra","sabRa","0.03","Israélien né sur le territoire actuel d'Israël avant la création de ce pays (1948).",""
"sabretache","f","sabretache","sabR°taS","0.176","Sorte de sac plat qui pendait à côté du sabre d'un cavalier et qui lui servait de poche.",""
"sabreur","m","sabreur","sabR9R","0.295","Soldat qui ne connaît pas l'art de la guerre, mais qui est brave et qui se bat bien. | Escrimeur pratiquant le sabre.",""
"saccharose","m","saccharose","sakaRoz","0.01","Nom scientifique du sucre extrait de la canne à sucre ou de la betterave sucrière.",""
"sacculine","f","sacculine","sakylin","0.006","Nom d'un parasite adhérent à la queue de certains crustacés, et notamment du Carcinus maenas.",""
"sachem","m","sachem","saSEm","0.065","Se dit des vieillards qui forment le conseil de la nation parmi les peuplades de l'Amérique du Nord.",""
"sacret","m","sacret","sakRE","0.008","Fauconnerie …",""
"sacrifiée","f","sacrifié","sakRifje","0.4","Qui a été offert en holocauste | Qui a été abandonné au profit d'un autre intérêt | Peu important",""
"sacripant","m","sacripant","sakRip@","0.395","Mauvais garnement, mauvais sujet capable de mauvais coups, de violences. | Utilisé affectueusement pour dire que quelqu'un est malicieux, espiègle. | Qualifie une personne dont la compagnie est peu recommandable. | Faux brave.",""
"sadducéen","m","sadducéen","sadyse5","0.053","Antiquité Membre d'un des quatre grands courants du judaïsme antique de l'ancienne Judée avec les pharisiens, les esséniens et les zélotes. | adjectivement Relatif à ce courant religieux.",""
"sadomasochisme","m","sadomasochisme","sadomazoSizm","0.005","Pratique sexuelle utilisant la douleur, la domination ou l'humiliation dans la recherche du plaisir.",""
"sadomasochiste","","sadomasochiste","sadomazoSist","0.025","Relatif au sadomasochisme.",""
"saducéen","m","saducéen","sadyse5","0.11","Antiquité Membre d'une secte fameuse chez les juifs.",""
"sagaie","f","sagaie","sagE","0.199","Sorte de lance ou de javelot, arme de certaines tribus de chasseurs-cueilleurs.",""
"sagard","m","sagard","sagaR","0.053","Ouvrier qui débite le bois en planches dans les scieries des Vosges.",""
"sagittaire","","sagittaire","saZitER","0.09","Archer, en particulier dans l'armée romaine. | Plante aquatique de la famille des Alismatacées (genre Sagittaria), herbacée, à fleurs blanches, qui croît au bord des rivières, dans les étangs, etc | et dont les feuilles flottantes ont la forme d'un fer de flèche et appelée aussi pour cette raison flèche d'eau ou fléchière. | Constellation du ciel austral, bordée par l'Aigle, l'Écu de Sobieski, la Queue du Serpent, le Serpentaire, le Scorpion, la Couronne australe, le Télescope, le Microscope, et le Capricorne, traversée par le Soleil du 18 décembre au 18 janvier environ. | Signe zodiacal, traditionnellement associé à la période entre le 22 novembre et le 21 décembre de chaque année. | Personne née sous le signe du Sagittaire.",""
"sagoutier","m","sagoutier","sagutje","0.105","Palmier cultivé dans les régions intertropicales avec lequel on produit une fécule alimentaire : le sagou.",""
"sagum","m","sagum","sagOm","0.053","Histoire romaine Casaque, pèlerine ouverte attachée par une agrafe.",""
"saharien","m","saharien","saaRj5","0.382","Relatif au Sahara et à ses habitants.",""
"saie","f","saie","sE","0.01","Vêtement court que les Perses, les Romains et les Gaulois portaient à la guerre. | Petite brosse de poil de porc, dont se servent les orfèvres pour nettoyer leur ouvrage.",""
"saigneur","m","saigneur","sEN9R","0.058","Médecin qui ordonne des saignées. | Ouvrier qui récolte le latex.",""
"saint-crépin","m","saint-crépin","s5kRep5","0.012","Sac contenant les fournitures et les outils du cordonnier ambulant. | Commune française, située dans le département de la Charente-Maritime.",""
"saint-émilion","m","saint-émilion","s5temilj§","0.308","Vin de Saint-Émilion. | Commune française, située dans le département de la Gironde.",""
"saint-germain","m","saint-germain","s5ZERm5","0.255","Variété de poire, grosse, fondante et très sucrée. | Relatif à Saint-Germain-Lavolps, commune française située dans le département de la Corrèze. | Commune française, située dans le département de l'Aube. | Commune française, située dans le département de la Haute-Saône. | Commune française, située dans le département de la Vienne. | Habitant de Saint-Germain-Lavolps, commune française située dans le département de la Corrèze.",""
"saint-honoré","m","saint-honoré","s5tonoRe","0.185","Pâtisserie Sorte de gâteau à la crème. | Commune française, située dans le département de l'Isère. | Commune française, située dans le département de la Seine-Maritime.",""
"saint-michel","","saint-michel","s5miSEl","0.053","Commune française, située dans le département de l'Aisne. | Commune française, située dans le département de l'Ariège. | Commune française, située dans le département de la Charente. | Commune française, située dans le département du Gers. | Commune française, située dans le département du Loiret. | Commune française, située dans le département du Tarn-et-Garonne.",""
"saint-nectaire","m","saint-nectaire","s5nEktER","0.105","Fromage à base de lait de vache, à pâte pressée non cuite, de la région des monts Dore en Auvergne.",""
"saint-paulin","m","saint-paulin","s5pol5","0.255","Fromage à base de lait de vache, à pâte pressée non cuite, d'un poids moyen de deux kilogrammes, en meule de vingt centimètres de diamètre sur six d'épaisseur, caractérisée par une croûte lisse de couleur orange, et une pâte souple de couleur crème pâle à jaune pâle. | Municipalité canadienne, située dans la province de Québec",""
"saint-pierre","m","saint-pierre","s5pjER","0.19","Poisson des mers tempérées de la famille des zéidés vivant à proximité des côtes sur les fonds rocheux, au corps haut et comprimé. | Commune française, située dans le département des Alpes-de-Haute-Provence. | Commune française, située dans le département du Jura. | Commune française, située dans le département de la Marne. | Commune française, située dans le département du Bas-Rhin. | Commune française, située dans le département de la Martinique. | Commune française, située dans le département de La Réunion. | Commune française, située à Saint-Pierre-et-Miquelon.",""
"saisie-arrêt","f","saisie-arrêt","seziaRE","0.15","Procédure qui permet à un créancier de faire pratiquer par un huissier de justice une saisie des comptes bancaires de son débiteur et d'obtenir le paiement des sommes qui lui sont dues.",""
"saisonnier","m","saisonnier","sEzonje","0.209","Qui est propre à telle ou telle saison.",""
"saisonnière","f","saisonnier","sEzonjER","0.184","Qui est propre à telle ou telle saison.",""
"saki","m","saki","saki","0.012","Singe du genre Chiropotes ou Pithecia.",""
"salacité","f","salacité","salasite","0.128","ou  Penchant prononcé pour l'érotisme, l'obscénité, les rapports sexuels. | Caractère érotique, lubrique, obscène de propos ou de comportements .",""
